;base_value;screen_on;voltage;usage;screen_brightness;network_status_WIFI;battery_level;temperature;up_time;network_status_disconnected;system_size_partition_busy;network_status_0;shareit_0;ims service_1;com.sec.phone_1;google play music_1;system ui_1;bluetooth share_1;battery analytics_0;google play services_1;com.facebook.orca:videoplayer_0;messenger_0;com.samsung.android.email.provider:service_0;com.lenovo.anyshare.gps:transfer_0;health_Unspecifiedfailure;google play música_1;os_version_6.0.1;health_Good;health_Unknown;bootagent_1;network_status_disconnecting;network_status_edge;network_status_gprs;network_status_hsdpa;network_status_hspap;network_status_hsupa;network_status_lte;com.facebook.katana:videoplayer_0;youtube_1;beaconmanager_1;whatsapp_0;ram_busy_percent;user_storage_busy_percent;roaming_enabled;bluetooth_enabled;location_enabled;power_saver_enabled;nfc_enabled;developer_mode;battery double_0;com.google.android.googlequicksearchbox:interactor_0;com.google.android.googlequicksearchbox:search_0;org.simalliance.openmobileapi.service:remote_0;com.instagram.android:mqtt_0;secvideoengineservice_1;com.facebook.lite:fbns_0;com.android.systemui.recents_0;com.instagram.android:videoplayer_0;com.android.chrome:privileged_process0_0;com.sec.spp.push:remotedlcprocess_0;lite_0;google backup transport_1;google play store_1;fused location_1;csc_1;samsung push service_1;layanan google play_1;network_status_utms;com.facebook.katana:notification_0;batteryhub_0;com.google.android.gms.persistent_0;os_version_5.1.1;os_version_7.1.2;network_status_19;network_status_hspa;com.android.smspush_1;com.qualcomm.qcrilmsgtunnel_1;android services library_1;com.qualcomm.qti.tetherservice_1;facebook_0;os_version_6.0;os_version_5.1;bluetooth_1;os_version_4.2.2;os_version_4.3;os_version_4.4.2;os_version_5.0.2;os_version_5.0.1;com.android.systemui.imagewallpaper_0;context service_1;network_status_ehrpd;network_status_connecting;network_status_1xrtt;com.qualcomm.atfwd_1;os_version_7;health_Overheat;network_status_evdo_a;os_version_4.4.4;network_status_30;os_version_10.1.2;os_version_6;os_version_5;network_status_16;os_version_4.1.2;os_version_7.1.1;health_Overvoltage;os_version_4.1.1;os_version_9.0.1;network_status_17;os_version_7.1;os_version_5.0
SM-G532F;273.2629;60.12232511556056;22.601849559398815;18.767448793682828;13.178847993447137;8.928569455831521;5.06522479498204;5.032860532240544;4.538140993987888;4.3138812855510835;0.7127968086855232;0.3668679989306126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Redmi Note 3;162.1694;50.70946362830851;8.315149427136602;0.0;1.2102115825967779;6.095245261284979;0.0;7.115062145021099;0.0;0.0;0.0;0.0;0.0;;;0.0;3.9956432018998624;0.0;0.0;0.0;0.0;0.6544072614657619;;0.0;;1.1452402755085067;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.09008470839883649;0.0;0.0;0.0;3.5634193218165557;2.050017958725154;0.0;0.0;0.0;0.0;0.0;19.97937047219143;0.0;0.0;;0.0;;0.0;0.24063718991401173;;0.0;0.0;0.29862338482798845;1.3747882798376634;;;0.393952624882827;0.0;2.754697930624417;1.8475210525666137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S5E_NXT;132.4785;21.13864802189988;38.750769193952856;0.0;4.684217964325518;0.0;47.59563782636659;0.0;0.0;12.315293874689594;0.9112490463332561;0.0;0.0;;;;;;0.0;;0.0;0.0;;0.0;;;;0.0;;;;0.4537012113444277;0.0;0.0;1.1213490382807816;;;0.0;;;10.350010056186111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;5.141155562282749;;0.0;;0.0;0.0;;3.8596071265183616;0.0;0.0;0.0;;;0.36639638796032;1.0739047416899377;;;0.0;;;;0.0;0.0;;;;7.381652217849376;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GT-I9505;376.418;252.01424831760613;73.47026356911175;0.497343759453009;9.062430016388172;1.3621935933302423;17.637635111799387;33.54056664979986;0.6769576844311861;4.4835229998015675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.378846139834943;0.15349574292516474;0.0;;0.4743642361644073;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;3.2118375025410812;1.1456099089865235;0.0;0.8737444513493896;2.092952837793206;0.0;7.907472618384153;2.303542444487794;0.0;0.25308607622736146;2.5136166251812453;0.0;3.62122609815229;;0.0;;0.0;0.515139655971527;0.371712910433348;0.0;0.0;0.28440111694235426;0.0;;0.16524138268475502;0.0;0.0;0.0;30.14328580611854;0.0;11.981840418250755;0.0;;0.0;0.0;0.0;0.0;;0.0;;;7.355281947709132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;
SM-N910H;153.7476;16.454476980413308;13.381994305301836;18.943874450777553;0.002134752488569411;0.5010505453371192;0.47210847776886605;0.5502419336594354;0.09051254899980588;3.5737754556604204;1.0438806164452115;;3.215635863998805;;0.0;0.0;0.0;3.1321437541609765;0.0;0.0;0.032059417533533016;1.3190492963462261;;0.17718825316139722;0.0;0.9688773470959257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10577540511739128;;;0.6023467263513824;0.4415442767766046;0.4999619802131533;;0.5610611084761119;0.0;0.0;2.2080640844677757;0.4823493365728661;1.150906860749883;0.43791251449832336;0.08008100743278272;2.726100916384825;0.0;0.6981769395287917;0.0;1.9318273780466777;;0.139875449708926;0.03565982702668406;0.35868057902380823;0.04921433495887892;0.06427607509814248;0.25299062771042835;0.0;2.127652364182593;0.0;0.0;0.0;0.06359116291209521;1.6406672665425286;2.151214437281347;;0.0;0.0;;;;;;;;;;;0.0;;;;;;3.491842865829308;0.0;;;;;;;;;;;;;;;;;;;;;
SM-G355H;207.2268;102.1127679360814;17.86174434241165;1.1127782311398746;0.0;1.6581187322095623;8.311747674295585;6.128421598529494;1.2605000653355427;34.50262285555207;26.331798088146403;0.0;0.0;;0.0;0.0;0.0;2.4397922985521987;;1.6494454594154893;0.0;0.8240880020472793;;0.0;0.0;0.0;;0.0;;;;0.0;;0.0;0.0;0.0;;0.0;0.4390701051283952;;14.242084522225731;0.0;1.5125179416177188;0.0;0.0;4.0818223476938;0.0;0.0;0.0;0.4304379223091725;;2.223001472862224;;0.0;;4.415760815589008;;0.0;0.0;0.0;0.34298067736075666;2.4503624203291046;0.9452500856279173;0.0;;10.189439144981002;0.0;0.2756124448212793;;0.794859866247134;0.0;;;;0.0;0.0;;;;1.0657559881688234;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;
Moto G (4);264.0197;212.7249064859013;28.377221316738584;8.878138928750426;14.599916293896097;5.798578281986893;11.208083837781196;12.509440017297951;4.912549752446563;6.810428757770719;0.19490626388638302;0.0;1.7581431275721766;;;17.371172039576066;21.039942479381036;1.7987044588955368;23.49317576532315;1.2335939523737252;0.7881811856579112;16.088729516995368;;1.3156530186333628;;7.5035836380298395;0.0;0.0;0.0;;1.0061726022884971;0.0;0.0;0.0;0.03604838545736567;;1.6915757591837752;4.186279655867817;0.9338430589154537;;1.165258976543127;3.4709378136945217;8.883288486503865;0.7875393117622246;5.2046335108787805;2.351811625758943;3.0535771275362302;0.0;0.7251287929367606;116.65541766970198;0.0;4.034505971404755;;18.05062924324611;;0.35909006003023447;;0.21655543515921594;1.7736640625718922;;0.0;0.0;6.10634038777874;0.0;;;;0.0;0.0;0.0;0.0;;;;0.0;;0.0;0.0;0.0;8.77978083717942;;;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;
Z981;153.5485;44.976902709488165;32.01668576219187;2.110513452826376;5.672127242511235;25.921192214293377;5.877470210171756;2.7128416664266735;6.875887926975766;9.08762236544474;2.8268960149265827;;0.0;;;2.1059569715551376;0.0;0.9056999688656587;0.0;0.0;1.0277565964786548;0.0;;0.0;;0.5842063009345588;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;1.2234520180774253;0.6470256817877911;0.35183580641040113;;7.285004717902254;1.2319313948829842;3.916560090306312;0.0;1.5731916597450821;8.433635926038495;8.273542642421997;0.0;3.7910159661024476;0.0;0.0;5.0279615749008695;;3.5204432727310655;;22.629102530497516;;1.2554723499213463;0.009943838798529003;;0.0;0.0;1.496147874494922;2.5389913542994713;;;;0.0;0.13073786430878037;;;;;0.0;0.0;0.0;0.0;;0.0;0.35582251825877087;;;;;;;;;;;;;;1.8969738579301003;;0.0;;;;;;;;;;;;;;;
Lenovo Z90a40;80.3078;1.3908796047242045;12.674184558057604;0.0;0.0;0.0;13.884394368961727;0.7758206610155589;0.46537234520547727;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;;0.0;;0.0;;;;;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;
i5E;288.6584;89.21820172220052;4.610189640504991;16.406975579165284;1.965919258198126;8.735048987145738;2.374120248231948;0.0;0.635027247317862;18.56911921197683;0.0;0.0;0.0;;;;;;0.0;;0.0;0.14738056044189188;;40.7773876422636;;;;0.0;;;;0.0;0.0;;0.0;;1.942228450943526;0.0;;;0.0;0.0;1.5471785612408293;0.0;0.5835437823571983;7.548718205676746;0.0;0.0;6.368749634187996;0.0;0.0;2.7520626046704257;;3.2352949430891575;;0.0;;0.7646980354697918;2.1879800981841955;;0.2993272932058164;0.0;3.0705842908962047;0.0;;;0.0;0.0;;;0.0;;;;0.0;12.452836302390347;;;;0.29669263257264344;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XT1254;665.8766;338.19461115695697;47.438569831113114;26.177400261830194;19.358018180531428;0.0;0.0;120.8634053199968;14.052233486176357;24.8445170493063;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;5.850623560967883;;0.0;;0.0;0.0;0.9721117846062222;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;161.45033430490665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;6.776395837429545;0.0;;0.0;0.0;0.0;0.0;;;;0.0;11.036556748368001;;;;;;0.0;;0.0;;;0.0;;;0.0;;;;;;;;;;0.0;0.0;;0.24757758140354252;0.0;;;;;;;;;;;;;;
POLYTRON R2407;48.1053;9.131526237377036;3.733776420644804;0.9881361998823979;0.0;0.0;2.8375068687657024;0.0;1.232133978483235;7.179708695779924;0.0;0.0;0.0;;;;;;0.0;;0.0;0.0;;0.0;;;;0.0;;;;0.0;0.0;;0.0;;;0.0;;;0.0;0.22133695883249907;1.676140183622265;0.0;0.0;0.0;0.0;0.0;5.991408822511873;0.0;0.0;1.258971670989401;;0.0;;0.0;;0.0;0.0;;0.0;;0.0;0.0;;;0.0;0.0;;;0.0;;;;0.0;0.0;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LG-M150;206.0421;70.79484042798364;38.6279078345633;4.354946646346828;3.193496803806643;0.0;11.232459231749335;23.44107573812626;0.5870722479142143;25.179789278161245;4.3858878508823285;;0.0;;;2.0017292720224917;0.0;;0.0;1.1757006422109961;1.192117213232536;0.0;;0.0;;4.9290213684731965;;0.0;;;0.0;0.0;0.0;0.0;10.059249617141969;;0.0;4.521067331997467;0.0;;0.0;4.557331310723197;2.71035762263896;0.0;1.2299206804309069;4.29310723665972;0.0;0.0;4.933161087175707;0.0;0.0;3.2871099037406393;;0.0;;3.316317535674908;;0.0;0.0;;0.0;0.0;0.0;;;;;0.0;;;;;;;0.0;;0.0;0.0;0.0;;;;3.9629425162427623;;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;
XT1080;234.1817;111.23802830783256;1.9978415818809008;7.3038781090000775;5.847181528250055;1.4348221839607387;1.9646124439572352;7.220088942376031;3.580533653396415;26.97172936831605;0.0;;0.6053972936109097;;;0.4468713719920409;0.0;;;0.0;1.5238018329354301;2.6385624811004234;;0.9789563731371401;;;;0.0;;;;0.0;0.0;0.0;15.342040290410797;;5.791188409522405;1.3037410924273491;0.17664693003310994;;0.7824783157095718;1.379867613767435;28.932319739104745;1.70706606453594;0.1650651073482992;2.5069781127293727;0.0;28.520002397423344;0.0;0.0;;1.660510949997491;;6.416150541712994;;0.0;;0.0;2.51963766130498;;0.8616054212673494;20.92810854251735;2.202407244601832;;;;;0.0;0.06521545567975692;;0.30096092552880893;;;;0.41056744784865457;;;;;1.437790354536777;;;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;;;;
SM-G925I;121.7623;29.573752440707956;4.147557647861679;21.231188759646148;0.9789727084953233;0.0;4.283384933481113;0.0;0.0;0.0;0.5714380618356856;;0.0;0.0;0.49394471420290664;0.0;0.0;;0.0;0.0;0.0;8.803921709150485;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.910690531914588;0.0;2.6044526187545296;0.0;2.206383705820225;0.0;0.0;0.0;0.0;0.0;0.6214915608267273;0.836823960185382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4435076464188334;0.0;0.0;1.080996110742787;0.0;0.0;0.8633152279968977;0.0;;;;;;;;0.0;;0.0;;;0.0;;;;;;;0.0;;;;;0.0;;;;;;;;;;;;;;;;
SM-N910F;320.7001;198.98777302573617;28.97642077069421;0.0;5.540837983141478;0.4575993268553072;0.0;14.958416842712998;0.0;8.163226148648583;16.43295950651858;;0.0;0.0;0.0;5.809708885166339;0.0;0.0;;0.0;6.046764542490357;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0065316093263688;0.0;1.409081843920009;0.0;0.0;0.8990249741298623;0.0;0.0;0.0;0.0;0.0;48.732908995223845;0.0;2.4750872840611957;0.0;0.0;0.0;0.37575452331359155;0.0;31.449523265997367;;2.7387237394453003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;;;;;0.0;;;0.0;;;;;0.0;0.0;0.0;;;;0.0;;;;0.0;0.0;;;;;;;;;;;;
SM-G7102;422.8874;236.09168087997594;80.29373808498946;1.1890651697876498;17.731375874356658;1.1941953003999644;6.74898958549832;142.87647179732633;15.897368639713278;0.12010928140443264;21.215142094510455;1.4473743809118889;0.0;;0.2262095017613087;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;;;2.332529515877878;0.0;;0.0;0.6620808632584163;5.790129808496318;0.0;0.0;0.0;0.0;0.0;0.0;2.0106298907337243;;0.9604463253795118;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;4.66252860016909;0.0;0.0;0.0;4.591181313249198;0.0;;;0.0;;;;0.0;;;;;0.0;;;;;0.0;0.0;;;;0.0;;0.0;;0.0;;;;;;0.0;;;;;;;;;;;
ZTE BLADE A512;1002.0972;598.6954869049143;75.40581563881385;9.648309123398557;46.71338841936989;2.896758974558437;30.682544769763965;53.7926609110792;12.824928466378356;208.54362530239933;26.022975090397114;0.0;;;;;;4.724976501842475;;0.0;38.78315631245963;137.87430222745488;;;;23.672951900710576;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;2.080140169998971;3.54720181634495;51.28511057265838;;6.9233477679079805;7.520161592560254;5.909414062473553;0.0;3.4798713494660936;4.612178052104219;0.38718268282007967;0.0;34.085118731860156;0.0;0.0;7.097130377666368;;76.74444268123113;;;;5.071860260737036;18.46832380656045;;;0.0;69.34059996605488;;;;;3.7224377054509437;48.56650051246532;0.0;;;;;0.0;0.0;0.0;;0.0;75.29064634424527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andromax B26D2H;163.459;108.32727571234878;7.620948238007982;34.43787551744654;4.491772494939979;0.0;0.0;9.92285378306432;3.5159092540177235;13.294566770793894;0.0;0.0;1.7583545853763076;;;;;;11.599875899151371;;0.0;0.0;;0.0;;;0.0;0.0;0.0;;0.0;;;;;;11.252722379448995;0.0;0.0;;0.0;0.0;0.5449349325644034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;;3.386677973107012;0.0;0.0;0.0;;;0.0;;0.0;;;;;;;0.0;0.0;;0.0;0.0;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
Moto G (5);434.7925;212.08943720729343;1.6854038128778495;4.750484265604391;0.0;0.0;21.82195672516154;53.624079162739974;2.2898425058896135;20.586768507167594;3.82803130559636;0.47146671053923855;0.0;;;0.0;0.0;0.0;;0.0;20.733051983465753;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;17.054511014907003;0.0;;1.6992996234931586;5.77088559996663;2.2532189222991783;0.0;0.0;0.0;0.0;0.0;25.06557343084256;0.0;0.0;0.0;;52.11445060433718;;0.0;;0.0;2.554828597196951;;;0.0;4.703685998948019;0.0;;;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;0.0;0.0;;;0.0;;;;;;;;;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;
ALE-L21;361.8447;227.28219871203498;22.546513351927263;7.5033018110321645;0.0;0.0;7.180402947886031;51.33399403865882;0.0;3.0860397170175884;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;8.746594507520468;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;;0.0;0.0;;0.2560407829016644;36.34863426180706;0.0;;0.0;0.0;0.0;0.0;11.906532676616893;2.2215052869419942;0.0;2.29398720229176;1.41049092258982;0.0;0.0;0.0;0.0;3.601779554033569;;0.0;;0.0;0.0;;;0.0;2.4769308859613233;0.0;;;0.0;0.0;0.0;2.7690838281342707;0.0;;;;0.0;0.0;;0.0;;0.0;;;;;;;;0.0;;;;0.0;;;;;;;;;0.0;0.0;0.0;;;;;;;;
